polling_station_id,address,longitude,latitude,area_name
193,花蓮縣吉安鄉仁和村26鄰南海十一街268巷11號,121.5844163,23.9403193,仁和村
194,花蓮縣吉安鄉仁里村10鄰仁里五街1號,121.5924099,23.9683836,仁里村
195,花蓮縣吉安鄉仁里村10鄰仁里五街1號,121.5924099,23.9683836,仁里村
196,花蓮縣吉安鄉東昌村3鄰東海十街3號,121.5931913,23.9652621,仁里村
197,花蓮縣吉安鄉東昌村3鄰東海十街3號,121.5931913,23.9652621,仁里村
198,花蓮縣吉安鄉東昌村3鄰東海十街3號,121.5931913,23.9652621,仁里村
199,花蓮縣吉安鄉仁里村17鄰仁愛新村21號,121.5869443,23.9660707,仁里村
200,花蓮縣吉安鄉稻香村14鄰稻香路99號,121.5687641,23.9626956,稻香村
201,花蓮縣吉安鄉稻香村14鄰稻香路99號,121.5687641,23.9626956,稻香村
202,花蓮縣吉安鄉稻香村24鄰廣豐路79號,121.5765873,23.9546868,稻香村
203,花蓮縣吉安鄉永興村4鄰永興七街86號,121.5683158,23.9551655,永興村
204,花蓮縣吉安鄉永興村4鄰永興七街86號,121.5683158,23.9551655,永興村
205,花蓮縣吉安鄉永興村15鄰全民街25號,121.5715157,23.9382165,永興村
206,花蓮縣吉安鄉光華村9鄰光華二街200號,121.5785433,23.9340303,光華村
207,花蓮縣吉安鄉光華村9鄰光華二街180號,121.5785301,23.9355745,光華村
208,花蓮縣壽豐鄉溪口村9鄰溪口路103巷3號,121.4739708,23.819808,溪口村
209,花蓮縣壽豐鄉樹湖村4鄰大樹脚93之3號,121.4793283,23.8361365,樹湖村
210,花蓮縣壽豐鄉豐山村24鄰中山路127巷15號,121.49375,23.8479038,豐山村
211,花蓮縣壽豐鄉豐山村25鄰中山路41號,121.4916134,23.8469113,豐山村
212,花蓮縣壽豐鄉豐裡村9鄰中山路132號,121.5008687,23.8452882,豐裡村
213,花蓮縣壽豐鄉豐裡村4鄰中山路257號,121.506026,23.842914,豐裡村
214,花蓮縣壽豐鄉豐坪村7鄰豐坪路二段73號,121.5095119,23.8350187,豐坪村
215,花蓮縣壽豐鄉壽豐村10鄰公園路28巷3號,121.5067506,23.8692284,壽豐村
216,花蓮縣壽豐鄉壽豐村10鄰公園路30號,121.5066312,23.8692882,壽豐村
217,花蓮縣壽豐鄉共和村6鄰農墾二街39號,121.5121317,23.8675349,共和村
218,花蓮縣壽豐鄉光榮村2鄰光榮一街26之1號,121.5142522,23.8817422,光榮村
219,花蓮縣壽豐鄉池南村3鄰池南路二段17號,121.5061999,23.9207626,池南村
220,花蓮縣壽豐鄉平和村9鄰平和路32號,121.5196985,23.8837416,平和村
221,花蓮縣壽豐鄉平和村23鄰吳全86號,121.5526139,23.889628,平和村
222,花蓮縣壽豐鄉志學村5鄰中正路120巷13號,121.5322054,23.9053326,志學新邨
222,花蓮縣壽豐鄉志學村5鄰中正路120巷13號,121.5322054,23.9053326,志學村
223,花蓮縣壽豐鄉志學村10鄰中山路三段66巷7號,121.5314124,23.9086718,志學新邨
223,花蓮縣壽豐鄉志學村10鄰中山路三段66巷7號,121.5314124,23.9086718,志學村
224,花蓮縣壽豐鄉志學村17鄰忠孝1號,121.5427093,23.9110614,志學新邨
224,花蓮縣壽豐鄉志學村17鄰忠孝1號,121.5427093,23.9110614,志學村
225,花蓮縣壽豐鄉米棧村5鄰米棧一段52號,121.522849,23.799976,米棧村
226,花蓮縣壽豐鄉月眉村8鄰月眉三段24號,121.55411,23.870208,月眉村
227,花蓮縣壽豐鄉鹽寮村4鄰塩寮165號,121.5883709,23.8687925,鹽寮村
228,花蓮縣壽豐鄉水璉村4鄰水璉二街21號,121.5645563,23.7823607,水璉村
244,花蓮縣光復鄉大華村8鄰光復路24號,121.4241211,23.6686867,大華村
245,花蓮縣光復鄉大安村19鄰忠孝路23巷11號,121.4236894,23.6636474,大安村
246,花蓮縣光復鄉大同村11鄰中山路三段84號,121.4264789,23.6713841,大平村
247,花蓮縣光復鄉大馬村7鄰林森路200號,121.4252612,23.6707486,大馬村
248,花蓮縣光復鄉大同村4鄰中正路一段370號,121.4309574,23.6632436,大同村
249,花蓮縣光復鄉北富村1鄰中正路二段23號,121.447939,23.6601661,東富村
250,花蓮縣光復鄉東富村20鄰東富路92巷2之1號,121.4878137,23.6950103,東富村
251,花蓮縣光復鄉西富村1鄰中正路二段72巷5號,121.4498736,23.6589176,西富村
252,花蓮縣光復鄉西富村13鄰民有街51巷3號,121.4297241,23.6366536,西富村
253,花蓮縣光復鄉南富村10鄰建國路二段39號,121.4511915,23.6418681,南富村
254,花蓮縣光復鄉北富村1鄰中正路二段23號,121.447939,23.6601661,北富村
255,花蓮縣光復鄉大進村1鄰糖廠街2號,121.419149,23.6548897,大進村
256,花蓮縣光復鄉大全村5鄰中山路一段216巷9號,121.4178635,23.6514112,大全村
